,date,county,state,temp_max(C),precip_sum(mm),wind_max(km/h),min_humidity(%),max_humidity(%),mean_humidity(%)
1567,2020-04-13,norfolk,virginia,20.3,25.2,42.7,58,95,74.0
1568,2020-04-14,norfolk,virginia,13.0,0.0,21.5,58,73,64.0
1569,2020-04-15,norfolk,virginia,8.2,6.0,26.8,45,89,70.0
1570,2020-04-16,norfolk,virginia,9.8,0.0,16.3,39,86,60.0
1571,2020-04-17,norfolk,virginia,12.8,0.0,28.4,40,89,60.0
1572,2020-04-18,norfolk,virginia,14.3,10.1,29.4,47,91,67.0
1573,2020-04-19,norfolk,virginia,13.2,0.0,16.7,51,92,70.0
1574,2020-04-20,norfolk,virginia,13.0,9.8,21.3,79,99,92.0
1575,2020-04-21,norfolk,virginia,14.9,1.6,29.1,43,94,67.0
1576,2020-04-22,norfolk,virginia,12.3,0.0,21.3,32,65,48.0
1577,2020-04-23,norfolk,virginia,14.2,5.9,25.7,58,88,67.0
1578,2020-04-24,norfolk,virginia,18.0,6.5,23.9,57,96,84.0
1579,2020-04-25,norfolk,virginia,12.4,2.6,17.1,73,91,84.0
1580,2020-04-26,norfolk,virginia,17.5,4.1,21.7,57,95,80.0
1581,2020-04-27,norfolk,virginia,12.2,0.4,26.9,51,85,71.0
1582,2020-04-28,norfolk,virginia,13.1,0.0,17.7,46,86,69.0
1583,2020-04-29,norfolk,virginia,18.9,0.0,25.6,51,80,68.0
1584,2020-04-30,norfolk,virginia,18.6,21.4,33.8,70,98,83.0
1585,2020-05-01,norfolk,virginia,15.0,9.5,16.6,67,100,86.0
1586,2020-05-02,norfolk,virginia,15.1,0.0,17.5,48,80,66.0
1587,2020-05-03,norfolk,virginia,20.9,0.0,18.5,48,77,64.0
1588,2020-05-04,norfolk,virginia,20.4,0.4,24.5,35,88,59.0
1589,2020-05-05,norfolk,virginia,14.0,1.0,14.1,59,73,66.0
1590,2020-05-06,norfolk,virginia,14.2,8.5,23.4,50,92,74.0
1591,2020-05-07,norfolk,virginia,12.9,1.1,23.0,36,77,58.0
1592,2020-05-08,norfolk,virginia,15.0,0.1,30.6,32,70,53.0
1593,2020-05-09,norfolk,virginia,9.5,1.4,30.5,37,79,52.0
1594,2020-05-10,norfolk,virginia,12.0,0.0,20.1,35,70,51.0
1595,2020-05-11,norfolk,virginia,15.0,0.0,21.4,33,75,55.0
1596,2020-05-12,norfolk,virginia,12.1,0.0,20.9,34,63,49.0
1597,2020-05-13,norfolk,virginia,14.0,0.0,12.6,40,82,57.0
1598,2020-05-14,norfolk,virginia,17.2,0.0,19.6,47,91,68.0
1599,2020-05-15,norfolk,virginia,21.6,0.0,22.5,45,78,64.0
1600,2020-05-16,norfolk,virginia,21.9,0.0,21.4,53,84,69.0
1601,2020-05-17,norfolk,virginia,19.4,0.0,16.1,70,94,84.0
1602,2020-05-18,norfolk,virginia,17.4,12.2,27.4,87,97,93.0
1603,2020-05-19,norfolk,virginia,14.6,6.6,29.5,69,87,77.0
1604,2020-05-20,norfolk,virginia,14.4,2.1,30.8,74,87,81.0
1605,2020-05-21,norfolk,virginia,17.3,5.2,22.7,70,93,83.0
1606,2020-05-22,norfolk,virginia,21.3,11.4,17.9,60,99,84.0
1607,2020-05-23,norfolk,virginia,21.9,0.1,13.3,62,95,79.0
1608,2020-05-24,norfolk,virginia,17.3,0.0,17.0,80,97,88.0
1609,2020-05-25,norfolk,virginia,17.6,0.0,13.0,72,94,83.0
1610,2020-05-26,norfolk,virginia,18.2,0.0,12.3,82,98,90.0
1611,2020-05-27,norfolk,virginia,20.3,1.1,20.0,74,99,90.0
1612,2020-05-28,norfolk,virginia,23.1,6.3,20.6,78,96,91.0
1613,2020-05-29,norfolk,virginia,23.4,10.6,16.3,76,97,91.0
1614,2020-05-30,norfolk,virginia,22.8,13.3,15.3,77,98,89.0
1615,2020-05-31,norfolk,virginia,19.2,0.0,23.4,44,96,66.0
1616,2020-06-01,norfolk,virginia,16.8,0.0,22.0,48,87,64.0
1617,2020-06-02,norfolk,virginia,20.4,0.0,20.7,47,78,63.0
1618,2020-06-03,norfolk,virginia,26.4,0.0,22.7,43,78,61.0
1619,2020-06-04,norfolk,virginia,27.1,0.7,19.7,48,81,67.0
1620,2020-06-05,norfolk,virginia,24.9,9.1,22.5,69,89,78.0
1621,2020-06-06,norfolk,virginia,25.7,7.5,14.2,56,94,79.0
1622,2020-06-07,norfolk,virginia,23.5,0.1,15.5,53,88,69.0
1623,2020-06-08,norfolk,virginia,22.1,0.0,11.1,48,91,72.0
1624,2020-06-09,norfolk,virginia,25.1,0.0,17.3,50,94,72.0
1625,2020-06-10,norfolk,virginia,25.9,0.6,25.4,60,91,76.0
1626,2020-06-11,norfolk,virginia,24.8,9.6,25.3,68,92,80.0
1627,2020-06-12,norfolk,virginia,22.7,16.6,13.2,66,97,85.0
1628,2020-06-13,norfolk,virginia,21.1,0.0,22.3,54,97,73.0
1629,2020-06-14,norfolk,virginia,19.7,1.8,19.0,55,82,68.0
1630,2020-06-15,norfolk,virginia,18.4,10.5,24.9,74,88,83.0
1631,2020-06-16,norfolk,virginia,18.2,28.3,26.0,86,94,91.0
1632,2020-06-17,norfolk,virginia,20.9,15.2,25.5,84,98,93.0
1633,2020-06-18,norfolk,virginia,22.0,0.7,10.2,64,96,82.0
1634,2020-06-19,norfolk,virginia,22.9,1.5,18.6,66,92,81.0
1635,2020-06-20,norfolk,virginia,22.2,8.3,10.4,81,97,90.0
1636,2020-06-21,norfolk,virginia,22.6,5.6,9.2,70,99,88.0
1637,2020-06-22,norfolk,virginia,25.0,4.1,11.9,62,97,83.0
1638,2020-06-23,norfolk,virginia,25.9,4.7,20.9,59,94,82.0
1639,2020-06-24,norfolk,virginia,25.6,0.6,17.1,59,90,76.0
1640,2020-06-25,norfolk,virginia,24.1,0.0,14.8,57,94,78.0
1641,2020-06-26,norfolk,virginia,25.3,0.0,11.6,40,95,70.0
1642,2020-06-27,norfolk,virginia,26.4,0.0,15.9,46,76,64.0
1643,2020-06-28,norfolk,virginia,26.0,10.0,13.0,61,92,77.0
1644,2020-06-29,norfolk,virginia,26.1,0.0,13.3,57,92,77.0
1645,2020-06-30,norfolk,virginia,26.2,0.0,10.4,45,93,73.0
1646,2020-07-01,norfolk,virginia,25.0,15.0,10.3,65,96,85.0
1647,2020-07-02,norfolk,virginia,25.1,3.8,10.0,63,95,83.0
1648,2020-07-03,norfolk,virginia,27.3,0.0,11.8,48,93,70.0
1649,2020-07-04,norfolk,virginia,26.1,0.9,13.3,68,90,76.0
1650,2020-07-05,norfolk,virginia,25.8,0.0,12.9,51,96,76.0
1651,2020-07-06,norfolk,virginia,27.1,1.1,14.1,60,96,79.0
1652,2020-07-07,norfolk,virginia,26.7,0.4,14.7,57,95,77.0
1653,2020-07-08,norfolk,virginia,25.9,3.4,15.0,70,96,83.0
1654,2020-07-09,norfolk,virginia,25.9,3.0,22.4,74,93,84.0
1655,2020-07-10,norfolk,virginia,27.7,0.5,20.6,53,88,72.0
1656,2020-07-11,norfolk,virginia,28.8,0.0,17.9,43,86,66.0
1657,2020-07-12,norfolk,virginia,28.3,0.0,10.8,37,86,58.0
1658,2020-07-13,norfolk,virginia,26.9,2.9,11.7,56,90,72.0
1659,2020-07-14,norfolk,virginia,26.0,1.2,12.7,56,97,80.0
1660,2020-07-15,norfolk,virginia,26.4,0.0,14.9,52,97,74.0
1661,2020-07-16,norfolk,virginia,25.7,0.0,16.6,57,90,75.0
1662,2020-07-17,norfolk,virginia,27.9,0.6,14.1,52,95,75.0
1663,2020-07-18,norfolk,virginia,28.1,5.1,13.0,61,93,78.0
1664,2020-07-19,norfolk,virginia,29.1,2.3,16.1,49,92,74.0
1665,2020-07-20,norfolk,virginia,29.5,4.0,18.1,46,86,72.0
1666,2020-07-21,norfolk,virginia,29.8,0.0,16.6,51,86,70.0
1667,2020-07-22,norfolk,virginia,29.7,1.0,14.5,49,82,69.0
1668,2020-07-23,norfolk,virginia,28.2,13.9,15.0,51,91,76.0
1669,2020-07-24,norfolk,virginia,27.4,0.4,15.1,56,91,76.0
1670,2020-07-25,norfolk,virginia,27.2,5.5,17.1,69,89,79.0
1671,2020-07-26,norfolk,virginia,29.0,1.0,10.9,44,89,70.0
1672,2020-07-27,norfolk,virginia,30.0,0.1,16.4,49,82,66.0
1673,2020-07-28,norfolk,virginia,30.3,4.7,18.2,41,79,63.0
1674,2020-07-29,norfolk,virginia,27.7,3.3,13.7,59,88,76.0
1675,2020-07-30,norfolk,virginia,28.7,0.3,13.0,53,93,74.0
1676,2020-07-31,norfolk,virginia,28.2,13.8,17.1,54,95,79.0
1677,2020-08-01,norfolk,virginia,27.2,12.8,13.0,62,97,85.0
1678,2020-08-02,norfolk,virginia,28.9,0.0,22.1,47,92,72.0
1679,2020-08-03,norfolk,virginia,26.9,10.2,17.1,67,93,83.0
1680,2020-08-04,norfolk,virginia,26.7,8.7,46.8,56,94,76.0
1681,2020-08-05,norfolk,virginia,27.1,2.4,11.5,60,91,78.0
1682,2020-08-06,norfolk,virginia,26.1,9.9,15.4,72,97,86.0
1683,2020-08-07,norfolk,virginia,25.3,5.7,9.0,69,96,86.0
1684,2020-08-08,norfolk,virginia,25.3,14.5,9.4,76,96,87.0
1685,2020-08-09,norfolk,virginia,26.0,1.5,9.7,67,96,84.0
1686,2020-08-10,norfolk,virginia,26.6,6.0,12.8,66,98,84.0
1687,2020-08-11,norfolk,virginia,26.8,4.0,13.4,60,96,83.0
1688,2020-08-12,norfolk,virginia,27.1,1.3,12.4,68,97,84.0
1689,2020-08-13,norfolk,virginia,26.1,3.2,14.5,75,95,86.0
1690,2020-08-14,norfolk,virginia,25.2,24.1,13.7,80,94,89.0
1691,2020-08-15,norfolk,virginia,24.5,16.6,15.5,82,94,91.0
1692,2020-08-16,norfolk,virginia,24.0,4.1,21.2,81,97,89.0
1693,2020-08-17,norfolk,virginia,24.0,0.1,10.6,62,91,79.0
1694,2020-08-18,norfolk,virginia,25.0,0.0,10.8,55,92,77.0
1695,2020-08-19,norfolk,virginia,24.8,3.0,10.1,64,98,85.0
1696,2020-08-20,norfolk,virginia,24.6,1.5,15.7,69,92,82.0
1697,2020-08-21,norfolk,virginia,24.4,1.2,10.6,72,93,84.0
1698,2020-08-22,norfolk,virginia,25.2,0.7,8.2,67,96,84.0
1699,2020-08-23,norfolk,virginia,26.7,0.5,14.0,54,93,76.0
1700,2020-08-24,norfolk,virginia,26.8,0.0,17.4,60,88,76.0
1701,2020-08-25,norfolk,virginia,28.2,0.0,18.4,48,87,68.0
1702,2020-08-26,norfolk,virginia,27.2,0.0,15.1,41,78,62.0
1703,2020-08-27,norfolk,virginia,28.6,0.0,22.7,43,73,57.0
1704,2020-08-28,norfolk,virginia,29.9,0.0,17.1,45,76,61.0
1705,2020-08-29,norfolk,virginia,27.3,5.7,22.5,68,86,80.0
1706,2020-08-30,norfolk,virginia,26.0,0.0,16.6,43,84,62.0
1707,2020-08-31,norfolk,virginia,24.7,0.9,18.9,51,83,68.0
1708,2020-09-01,norfolk,virginia,25.3,8.3,11.9,77,94,86.0
1709,2020-09-02,norfolk,virginia,27.5,0.6,14.5,62,97,82.0
1710,2020-09-03,norfolk,virginia,29.7,0.1,15.9,54,95,72.0
1711,2020-09-04,norfolk,virginia,29.0,0.0,18.1,44,80,63.0
1712,2020-09-05,norfolk,virginia,25.5,0.0,23.0,41,88,61.0
1713,2020-09-06,norfolk,virginia,23.0,0.0,14.8,44,79,61.0
1714,2020-09-07,norfolk,virginia,23.3,1.3,14.3,62,89,77.0
1715,2020-09-08,norfolk,virginia,24.8,3.7,16.3,73,93,86.0
1716,2020-09-09,norfolk,virginia,24.5,23.2,17.8,85,96,93.0
1717,2020-09-10,norfolk,virginia,25.4,20.6,14.9,77,98,92.0
1718,2020-09-11,norfolk,virginia,24.6,14.2,18.6,83,98,92.0
1719,2020-09-12,norfolk,virginia,23.0,0.2,21.4,68,91,78.0
1720,2020-09-13,norfolk,virginia,24.1,1.3,11.8,77,94,83.0
1721,2020-09-14,norfolk,virginia,23.7,0.7,20.2,64,97,80.0
1722,2020-09-15,norfolk,virginia,20.7,0.2,19.2,60,72,66.0
1723,2020-09-16,norfolk,virginia,21.4,0.0,13.2,65,80,73.0
1724,2020-09-17,norfolk,virginia,21.5,63.6,20.5,81,92,87.0
1725,2020-09-18,norfolk,virginia,21.3,56.2,27.3,75,95,85.0
1726,2020-09-19,norfolk,virginia,17.9,0.1,26.7,56,76,62.0
1727,2020-09-20,norfolk,virginia,17.7,0.0,26.0,53,63,58.0
1728,2020-09-21,norfolk,virginia,17.1,0.0,27.0,52,64,58.0
1729,2020-09-22,norfolk,virginia,16.6,0.0,16.0,43,68,59.0
1730,2020-09-23,norfolk,virginia,18.0,0.0,11.6,42,77,64.0
1731,2020-09-24,norfolk,virginia,17.8,2.0,9.9,66,86,78.0
1732,2020-09-25,norfolk,virginia,18.7,10.4,15.9,83,96,90.0
1733,2020-09-26,norfolk,virginia,21.2,9.3,15.1,77,98,92.0
1734,2020-09-27,norfolk,virginia,21.6,0.6,8.3,73,100,88.0
1735,2020-09-28,norfolk,virginia,22.3,0.9,15.6,64,95,83.0
1736,2020-09-29,norfolk,virginia,22.7,16.4,25.3,82,97,91.0
1737,2020-09-30,norfolk,virginia,19.1,6.7,26.2,46,97,73.0
1738,2020-10-01,norfolk,virginia,19.5,0.0,12.5,52,79,68.0
1739,2020-10-02,norfolk,virginia,17.4,0.0,21.2,53,89,70.0
1740,2020-10-03,norfolk,virginia,15.9,0.0,16.7,52,83,65.0
1741,2020-10-04,norfolk,virginia,16.9,0.8,17.8,64,78,69.0
1742,2020-10-05,norfolk,virginia,16.7,0.0,13.3,56,88,73.0
1743,2020-10-06,norfolk,virginia,17.3,0.0,13.5,52,96,72.0
1744,2020-10-07,norfolk,virginia,20.4,0.0,19.7,46,94,71.0
1745,2020-10-08,norfolk,virginia,19.6,0.0,18.0,53,83,68.0
1746,2020-10-09,norfolk,virginia,17.6,0.0,11.8,50,80,66.0
1747,2020-10-10,norfolk,virginia,19.4,12.2,11.4,68,97,84.0
1748,2020-10-11,norfolk,virginia,20.0,24.3,18.5,93,96,95.0
1749,2020-10-12,norfolk,virginia,21.8,9.4,22.4,78,99,93.0
1750,2020-10-13,norfolk,virginia,19.3,0.0,16.1,73,97,86.0
1751,2020-10-14,norfolk,virginia,17.4,0.0,13.3,48,77,65.0
1752,2020-10-15,norfolk,virginia,18.7,0.0,18.4,59,85,75.0
1753,2020-10-16,norfolk,virginia,17.4,12.5,25.2,80,95,87.0
1754,2020-10-17,norfolk,virginia,13.7,0.0,22.2,46,77,61.0
1755,2020-10-18,norfolk,virginia,15.8,0.0,17.3,58,91,72.0
1756,2020-10-19,norfolk,virginia,17.9,0.0,13.6,69,95,84.0
1757,2020-10-20,norfolk,virginia,19.9,0.0,10.0,78,98,91.0
1758,2020-10-21,norfolk,virginia,20.7,0.0,10.1,68,100,90.0
1759,2020-10-22,norfolk,virginia,19.6,0.0,9.2,74,98,90.0
1760,2020-10-23,norfolk,virginia,18.2,0.0,10.7,78,99,90.0
1761,2020-10-24,norfolk,virginia,20.1,0.9,12.7,63,99,86.0
1762,2020-10-25,norfolk,virginia,18.1,20.0,21.2,86,96,92.0
1763,2020-10-26,norfolk,virginia,18.2,1.3,16.5,81,97,91.0
1764,2020-10-27,norfolk,virginia,17.3,0.0,8.3,82,98,92.0
1765,2020-10-28,norfolk,virginia,19.5,1.2,14.0,69,98,87.0
1766,2020-10-29,norfolk,virginia,22.2,0.9,42.2,74,92,84.0
1767,2020-10-30,norfolk,virginia,15.4,9.1,30.8,59,96,77.0
1768,2020-10-31,norfolk,virginia,11.9,0.1,16.1,59,74,66.0
1769,2020-11-01,norfolk,virginia,14.3,20.8,25.6,66,97,85.0
1770,2020-11-02,norfolk,virginia,7.9,0.0,31.1,37,52,43.0
1771,2020-11-03,norfolk,virginia,9.8,0.0,16.8,40,74,50.0
1772,2020-11-04,norfolk,virginia,12.1,0.0,9.4,52,92,72.0
1773,2020-11-05,norfolk,virginia,15.7,0.0,10.0,57,95,81.0
1774,2020-11-06,norfolk,virginia,16.4,0.5,8.4,85,100,95.0
1775,2020-11-07,norfolk,virginia,15.8,0.0,7.2,87,100,97.0
1776,2020-11-08,norfolk,virginia,16.0,0.0,8.5,78,99,92.0
1777,2020-11-09,norfolk,virginia,16.5,0.0,8.8,69,95,84.0
1778,2020-11-10,norfolk,virginia,19.2,0.0,11.8,68,94,86.0
1779,2020-11-11,norfolk,virginia,21.5,2.5,23.1,72,97,88.0
1780,2020-11-12,norfolk,virginia,19.3,66.6,28.1,89,98,95.0
1781,2020-11-13,norfolk,virginia,14.9,0.0,16.4,78,92,86.0
1782,2020-11-14,norfolk,virginia,13.1,0.0,11.4,48,88,66.0
1783,2020-11-15,norfolk,virginia,16.6,0.8,30.2,62,85,74.0
1784,2020-11-16,norfolk,virginia,13.5,1.6,22.8,38,93,57.0
1785,2020-11-17,norfolk,virginia,10.3,0.0,30.4,37,54,47.0
1786,2020-11-18,norfolk,virginia,5.6,0.0,24.3,45,59,51.0
1787,2020-11-19,norfolk,virginia,7.3,0.0,11.5,48,75,64.0
1788,2020-11-20,norfolk,virginia,11.0,0.0,17.2,54,89,70.0
1789,2020-11-21,norfolk,virginia,13.0,0.0,13.3,63,95,84.0
1790,2020-11-22,norfolk,virginia,14.6,3.9,10.7,74,92,86.0
1791,2020-11-23,norfolk,virginia,13.1,7.9,26.8,50,98,75.0
1792,2020-11-24,norfolk,virginia,7.7,0.0,18.5,53,76,64.0
1793,2020-11-25,norfolk,virginia,10.8,0.0,20.3,61,89,79.0
1794,2020-11-26,norfolk,virginia,17.2,10.1,22.3,76,97,89.0
1795,2020-11-27,norfolk,virginia,14.4,0.6,7.6,89,100,96.0
1796,2020-11-28,norfolk,virginia,12.4,0.0,9.1,70,99,89.0
1797,2020-11-29,norfolk,virginia,11.1,0.0,14.9,58,98,82.0
1798,2020-11-30,norfolk,virginia,17.2,23.9,33.0,75,97,87.0
1799,2020-12-01,norfolk,virginia,8.8,0.0,28.5,38,71,53.0
1800,2020-12-02,norfolk,virginia,5.2,0.0,17.0,45,66,55.0
1801,2020-12-03,norfolk,virginia,7.0,0.0,12.9,37,80,62.0
1802,2020-12-04,norfolk,virginia,10.2,3.4,18.9,66,92,73.0
1803,2020-12-05,norfolk,virginia,10.9,11.9,38.4,52,94,74.0
1804,2020-12-06,norfolk,virginia,6.1,0.0,12.1,51,81,65.0
1805,2020-12-07,norfolk,virginia,4.9,5.6,22.5,67,90,83.0
1806,2020-12-08,norfolk,virginia,3.5,0.0,24.6,47,70,59.0
1807,2020-12-09,norfolk,virginia,3.5,0.0,21.3,45,87,66.0
1808,2020-12-10,norfolk,virginia,6.0,0.0,13.0,61,91,77.0
1809,2020-12-11,norfolk,virginia,9.9,0.0,13.6,70,91,84.0
1810,2020-12-12,norfolk,virginia,14.4,1.5,16.9,65,97,84.0
1811,2020-12-13,norfolk,virginia,15.5,6.9,18.5,69,94,85.0
1812,2020-12-14,norfolk,virginia,10.1,13.2,33.7,72,100,93.0
1813,2020-12-15,norfolk,virginia,4.4,0.0,20.9,53,77,63.0
1814,2020-12-16,norfolk,virginia,9.3,22.1,25.7,72,100,84.0
1815,2020-12-17,norfolk,virginia,4.1,0.0,22.0,59,93,77.0
1816,2020-12-18,norfolk,virginia,4.0,0.0,20.7,60,78,70.0
1817,2020-12-19,norfolk,virginia,3.3,0.0,10.2,60,86,75.0
1818,2020-12-20,norfolk,virginia,4.8,8.9,9.0,81,95,90.0
1819,2020-12-21,norfolk,virginia,6.5,0.0,16.3,75,98,91.0
1820,2020-12-22,norfolk,virginia,7.7,0.0,24.8,44,82,64.0
1821,2020-12-23,norfolk,virginia,6.0,0.0,17.3,54,85,72.0
1822,2020-12-24,norfolk,virginia,14.8,10.4,33.6,74,99,82.0
1823,2020-12-25,norfolk,virginia,7.8,11.1,32.8,36,98,65.0
1824,2020-12-26,norfolk,virginia,-0.6,0.0,20.9,39,59,46.0
1825,2020-12-27,norfolk,virginia,2.0,0.0,11.2,56,81,67.0
1826,2020-12-28,norfolk,virginia,6.5,0.0,15.8,52,91,72.0
1827,2020-12-29,norfolk,virginia,4.9,0.0,20.9,47,88,66.0
1828,2020-12-30,norfolk,virginia,5.9,0.0,18.8,60,82,70.0
1829,2020-12-31,norfolk,virginia,12.2,26.5,20.1,81,100,90.0
1830,2020-01-01,nassau,new york,2.7,0.0,30.3,45,79,60.0
1831,2020-01-02,nassau,new york,3.8,0.0,19.1,60,78,69.0
1832,2020-01-03,nassau,new york,6.6,5.9,13.9,74,97,89.0
1833,2020-01-04,nassau,new york,7.7,6.7,23.2,92,100,98.0
1834,2020-01-05,nassau,new york,3.1,1.2,38.3,47,91,63.0
1835,2020-01-06,nassau,new york,3.2,0.3,24.5,54,80,67.0
1836,2020-01-07,nassau,new york,3.3,1.3,24.1,49,87,64.0
1837,2020-01-08,nassau,new york,1.6,0.0,35.7,37,88,66.0
1838,2020-01-09,nassau,new york,-1.6,0.0,32.6,41,62,46.0
1839,2020-01-10,nassau,new york,6.0,0.0,23.2,66,90,81.0
1840,2020-01-11,nassau,new york,12.1,0.1,35.5,79,90,85.0
1841,2020-01-12,nassau,new york,13.6,6.7,47.0,55,94,74.0
1842,2020-01-13,nassau,new york,6.0,0.0,20.6,66,98,83.0
1843,2020-01-14,nassau,new york,4.9,4.3,14.6,78,100,93.0
1844,2020-01-15,nassau,new york,6.4,0.0,19.2,60,96,82.0
1845,2020-01-16,nassau,new york,6.1,3.2,37.4,44,93,68.0
1846,2020-01-17,nassau,new york,-2.5,0.0,37.4,33,55,42.0
1847,2020-01-18,nassau,new york,-1.7,11.4,28.5,40,94,61.0
1848,2020-01-19,nassau,new york,3.6,1.2,27.3,52,96,75.0
1849,2020-01-20,nassau,new york,-3.3,0.0,30.7,38,57,49.0
1850,2020-01-21,nassau,new york,-2.9,0.0,20.4,42,63,52.0
1851,2020-01-22,nassau,new york,-0.9,0.0,11.2,51,74,61.0
1852,2020-01-23,nassau,new york,1.4,0.0,9.7,48,82,68.0
1853,2020-01-24,nassau,new york,3.8,0.0,21.2,62,91,79.0
1854,2020-01-25,nassau,new york,6.7,20.5,39.8,89,99,93.0
1855,2020-01-26,nassau,new york,4.3,0.0,21.3,56,94,78.0
1856,2020-01-27,nassau,new york,3.6,0.0,22.8,58,80,70.0
1857,2020-01-28,nassau,new york,2.8,0.0,22.6,54,77,66.0
1858,2020-01-29,nassau,new york,1.2,0.0,18.4,44,69,58.0
1859,2020-01-30,nassau,new york,0.0,0.0,17.7,52,74,60.0
1860,2020-01-31,nassau,new york,3.2,0.4,10.7,67,91,79.0
1861,2020-02-01,nassau,new york,3.3,0.3,10.3,88,99,95.0
1862,2020-02-02,nassau,new york,2.9,2.0,18.1,57,99,84.0
1863,2020-02-03,nassau,new york,5.4,0.1,16.1,61,95,80.0
1864,2020-02-04,nassau,new york,7.8,1.4,14.5,84,96,90.0
1865,2020-02-05,nassau,new york,4.7,5.4,23.0,62,98,76.0
1866,2020-02-06,nassau,new york,4.9,21.7,21.7,75,99,94.0
1867,2020-02-07,nassau,new york,5.9,18.9,53.0,50,100,83.0
1868,2020-02-08,nassau,new york,1.5,0.0,30.5,43,64,52.0
1869,2020-02-09,nassau,new york,3.3,0.0,19.6,60,87,75.0
1870,2020-02-10,nassau,new york,5.8,10.5,28.5,80,95,87.0
1871,2020-02-11,nassau,new york,6.1,17.1,17.1,91,98,97.0
1872,2020-02-12,nassau,new york,4.1,0.2,22.6,49,87,64.0
1873,2020-02-13,nassau,new york,4.6,20.1,24.1,81,96,92.0
1874,2020-02-14,nassau,new york,-0.7,0.0,28.4,29,83,54.0
1875,2020-02-15,nassau,new york,-4.4,0.0,24.7,37,66,51.0
1876,2020-02-16,nassau,new york,2.1,0.0,25.7,60,78,70.0
1877,2020-02-17,nassau,new york,3.9,0.0,13.0,52,92,74.0
1878,2020-02-18,nassau,new york,5.4,3.0,21.7,76,99,86.0
1879,2020-02-19,nassau,new york,4.8,0.6,23.9,42,95,64.0
1880,2020-02-20,nassau,new york,0.3,0.0,25.8,39,58,49.0
1881,2020-02-21,nassau,new york,-2.1,0.0,26.8,32,49,43.0
1882,2020-02-22,nassau,new york,2.4,0.0,21.9,38,61,49.0
1883,2020-02-23,nassau,new york,4.5,0.0,18.4,47,69,60.0
1884,2020-02-24,nassau,new york,6.0,0.0,17.2,64,86,76.0
1885,2020-02-25,nassau,new york,6.8,6.8,17.0,81,97,89.0
1886,2020-02-26,nassau,new york,6.5,0.2,24.9,88,98,94.0
1887,2020-02-27,nassau,new york,4.8,15.0,42.7,36,99,66.0
1888,2020-02-28,nassau,new york,1.4,0.0,37.2,32,55,43.0
1889,2020-02-29,nassau,new york,-0.1,0.0,29.3,35,52,43.0
1890,2020-03-01,nassau,new york,0.3,0.0,28.5,36,69,51.0
1891,2020-03-02,nassau,new york,6.5,0.0,30.0,63,79,70.0
1892,2020-03-03,nassau,new york,8.8,8.9,27.2,70,96,89.0
1893,2020-03-04,nassau,new york,8.4,2.8,32.1,38,95,62.0
1894,2020-03-05,nassau,new york,5.5,0.0,22.5,46,79,64.0
1895,2020-03-06,nassau,new york,4.9,4.3,24.2,74,88,82.0
1896,2020-03-07,nassau,new york,3.2,0.2,34.4,28,88,57.0
1897,2020-03-08,nassau,new york,5.5,0.0,22.0,46,61,53.0
1898,2020-03-09,nassau,new york,9.7,0.0,22.2,48,67,58.0
1899,2020-03-10,nassau,new york,11.6,1.4,29.8,60,91,74.0
1900,2020-03-11,nassau,new york,8.0,0.0,24.7,46,91,68.0
1901,2020-03-12,nassau,new york,5.9,0.1,22.0,79,94,87.0
1902,2020-03-13,nassau,new york,11.7,13.5,30.5,46,98,78.0
1903,2020-03-14,nassau,new york,7.8,0.0,24.0,45,56,50.0
1904,2020-03-15,nassau,new york,6.3,0.1,17.0,39,74,56.0
1905,2020-03-16,nassau,new york,3.5,0.0,24.1,49,67,60.0
1906,2020-03-17,nassau,new york,7.1,5.1,18.4,66,93,83.0
1907,2020-03-18,nassau,new york,6.6,0.0,18.7,48,88,66.0
1908,2020-03-19,nassau,new york,7.8,18.1,22.9,67,95,87.0
1909,2020-03-20,nassau,new york,13.5,2.9,27.2,73,98,87.0
1910,2020-03-21,nassau,new york,8.2,0.0,26.9,37,69,51.0
1911,2020-03-22,nassau,new york,3.1,0.0,24.5,47,64,55.0
1912,2020-03-23,nassau,new york,4.2,21.4,34.9,64,97,83.0
1913,2020-03-24,nassau,new york,6.1,0.0,27.2,53,91,77.0
1914,2020-03-25,nassau,new york,5.8,0.1,29.5,71,89,79.0
1915,2020-03-26,nassau,new york,6.4,0.0,21.6,62,83,74.0
1916,2020-03-27,nassau,new york,11.1,0.0,22.0,40,86,68.0
1917,2020-03-28,nassau,new york,8.4,7.0,27.3,61,93,79.0
1918,2020-03-29,nassau,new york,9.3,3.8,26.8,90,97,93.0
1919,2020-03-30,nassau,new york,8.0,1.9,16.5,75,97,88.0
1920,2020-03-31,nassau,new york,5.8,0.6,19.5,65,93,76.0
1921,2020-04-01,nassau,new york,6.3,0.0,23.2,44,78,63.0
1922,2020-04-02,nassau,new york,8.1,0.0,31.1,44,70,57.0
1923,2020-04-03,nassau,new york,7.4,7.0,31.9,60,89,81.0
1924,2020-04-04,nassau,new york,8.1,0.3,25.6,65,87,79.0
1925,2020-04-05,nassau,new york,9.3,0.0,15.6,72,94,85.0
1926,2020-04-06,nassau,new york,10.6,0.3,14.3,49,91,69.0
1927,2020-04-07,nassau,new york,10.6,0.5,21.3,49,88,60.0
1928,2020-04-08,nassau,new york,11.0,6.7,16.6,63,96,83.0
