time,temperature_2m_mean (°C),precipitation_sum (mm),windspeed_10m_max (km/h)
2020-11-27,8.0,0.00,14.9
2020-11-28,3.3,0.00,15.8
2020-11-29,4.5,0.10,10.5
2020-11-30,1.8,5.30,29.3
2020-12-01,-1.6,0.00,23.4
2020-12-02,-0.4,0.00,11.5
2020-12-03,1.1,0.00,13.6
2020-12-04,3.2,0.00,15.6
2020-12-05,1.4,0.00,9.7
2020-12-06,-0.3,0.00,12.9
2020-12-07,0.2,0.00,12.6
2020-12-08,1.1,0.00,15.3
2020-12-09,4.8,0.00,16.5
2020-12-10,5.8,0.00,13.4
2020-12-11,9.7,2.00,17.2
2020-12-12,9.5,15.80,26.9
2020-12-13,3.9,0.00,15.5
2020-12-14,0.1,0.00,20.4
2020-12-15,-1.9,0.00,17.0
2020-12-16,-0.8,3.10,15.5
2020-12-17,-0.9,0.00,10.2
2020-12-18,-0.9,0.00,16.2
2020-12-19,2.2,0.90,18.1
2020-12-20,3.2,0.00,16.4
2020-12-21,4.2,1.40,27.7
2020-12-22,3.2,0.00,25.1
2020-12-23,7.0,0.90,32.0
2020-12-24,-3.2,6.30,29.3
2020-12-25,-8.8,0.00,19.5
2020-12-26,-3.8,0.00,18.1
2020-12-27,2.8,1.90,27.7
2020-12-28,0.2,0.30,25.4
2020-12-29,-1.6,0.80,23.4
2020-12-30,3.5,13.00,22.9
2020-12-31,-2.1,0.00,16.3
