time,temperature_2m_mean (°C),precipitation_sum (mm),windspeed_10m_max (km/h)
2020-12-14,7.6,0.00,29.0
2020-12-15,9.4,1.90,16.3
2020-12-16,7.3,0.00,20.0
2020-12-17,5.9,0.00,8.7
2020-12-18,11.2,0.00,22.9
2020-12-19,15.8,36.40,24.5
2020-12-20,13.2,0.00,12.5
2020-12-21,12.7,0.00,10.8
2020-12-22,13.6,0.00,18.7
2020-12-23,18.6,5.80,32.0
2020-12-24,7.9,0.00,32.2
2020-12-25,8.8,0.00,15.6
2020-12-26,11.5,0.00,14.8
2020-12-27,16.0,0.10,21.9
2020-12-28,17.5,0.00,15.8
2020-12-29,17.9,0.00,28.8
2020-12-30,19.9,3.50,23.6
2020-12-31,15.4,25.60,26.7
