,date,county,state,total_cases,new_cases,delta7,delta14
0,2020-03-11,baltimore,maryland,1,,,
1,2020-03-12,baltimore,maryland,1,0,,
2,2020-03-13,baltimore,maryland,2,1,,
3,2020-03-14,baltimore,maryland,3,1,,
4,2020-03-15,baltimore,maryland,3,0,,
5,2020-03-16,baltimore,maryland,4,1,,
6,2020-03-17,baltimore,maryland,4,0,,
7,2020-03-18,baltimore,maryland,7,3,6,
8,2020-03-19,baltimore,maryland,13,6,12,
9,2020-03-20,baltimore,maryland,13,0,11,
10,2020-03-21,baltimore,maryland,19,6,16,
11,2020-03-22,baltimore,maryland,28,9,25,
12,2020-03-23,baltimore,maryland,35,7,31,
13,2020-03-24,baltimore,maryland,42,7,38,
14,2020-03-25,baltimore,maryland,51,9,44,50
15,2020-03-26,baltimore,maryland,81,30,68,80
16,2020-03-27,baltimore,maryland,103,22,90,101
17,2020-03-28,baltimore,maryland,141,38,122,138
18,2020-03-29,baltimore,maryland,162,21,134,159
19,2020-03-30,baltimore,maryland,186,24,151,182
20,2020-03-31,baltimore,maryland,227,41,185,223
21,2020-04-01,baltimore,maryland,289,62,238,282
22,2020-04-02,baltimore,maryland,353,64,272,340
23,2020-04-03,baltimore,maryland,427,74,324,414
24,2020-04-04,baltimore,maryland,491,64,350,472
25,2020-04-05,baltimore,maryland,590,99,428,562
26,2020-04-06,baltimore,maryland,648,58,462,613
27,2020-04-07,baltimore,maryland,652,4,425,610
28,2020-04-08,baltimore,maryland,866,214,577,815
29,2020-04-09,baltimore,maryland,979,113,626,898
30,2020-04-10,baltimore,maryland,1072,93,645,969
31,2020-04-11,baltimore,maryland,1173,101,682,1032
32,2020-04-12,baltimore,maryland,1257,84,667,1095
33,2020-04-13,baltimore,maryland,1361,104,713,1175
34,2020-04-14,baltimore,maryland,1377,16,725,1150
35,2020-04-15,baltimore,maryland,1490,113,624,1201
36,2020-04-16,baltimore,maryland,1522,32,543,1169
37,2020-04-17,baltimore,maryland,1576,54,504,1149
38,2020-04-18,baltimore,maryland,1671,95,498,1180
39,2020-04-19,baltimore,maryland,1739,68,482,1149
40,2020-04-20,baltimore,maryland,1881,142,520,1233
41,2020-04-21,baltimore,maryland,1932,51,555,1280
42,2020-04-22,baltimore,maryland,2021,89,531,1155
43,2020-04-23,baltimore,maryland,2141,120,619,1162
44,2020-04-24,baltimore,maryland,2243,102,667,1171
45,2020-04-25,baltimore,maryland,2397,154,726,1224
46,2020-04-26,baltimore,maryland,2519,122,780,1262
47,2020-04-27,baltimore,maryland,2559,40,678,1198
48,2020-04-28,baltimore,maryland,2644,85,712,1267
49,2020-04-29,baltimore,maryland,2754,110,733,1264
50,2020-04-30,baltimore,maryland,2844,90,703,1322
51,2020-05-01,baltimore,maryland,3026,182,783,1450
52,2020-05-02,baltimore,maryland,3197,171,800,1526
53,2020-05-03,baltimore,maryland,3315,118,796,1576
54,2020-05-04,baltimore,maryland,3463,148,904,1582
55,2020-05-05,baltimore,maryland,3445,-18,801,1513
56,2020-05-06,baltimore,maryland,3541,96,787,1520
57,2020-05-07,baltimore,maryland,3676,135,832,1535
58,2020-05-08,baltimore,maryland,3778,102,752,1535
59,2020-05-09,baltimore,maryland,3753,-25,556,1356
60,2020-05-10,baltimore,maryland,3878,125,563,1359
61,2020-05-11,baltimore,maryland,3964,86,501,1405
62,2020-05-12,baltimore,maryland,4067,103,622,1423
63,2020-05-13,baltimore,maryland,4175,108,634,1421
64,2020-05-14,baltimore,maryland,4306,131,630,1462
65,2020-05-15,baltimore,maryland,4416,110,638,1390
66,2020-05-16,baltimore,maryland,4566,150,813,1369
67,2020-05-17,baltimore,maryland,4642,76,764,1327
68,2020-05-18,baltimore,maryland,4767,125,803,1304
69,2020-05-19,baltimore,maryland,4936,169,869,1491
70,2020-05-20,baltimore,maryland,5041,105,866,1500
71,2020-05-21,baltimore,maryland,5150,109,844,1474
72,2020-05-22,baltimore,maryland,5185,35,769,1407
73,2020-05-23,baltimore,maryland,5305,120,739,1552
74,2020-05-24,baltimore,maryland,5388,83,746,1510
75,2020-05-25,baltimore,maryland,5491,103,724,1527
76,2020-05-26,baltimore,maryland,5513,22,577,1446
77,2020-05-27,baltimore,maryland,5578,65,537,1403
78,2020-05-28,baltimore,maryland,5693,115,543,1387
79,2020-05-29,baltimore,maryland,5835,142,650,1419
80,2020-05-30,baltimore,maryland,5970,135,665,1404
81,2020-05-31,baltimore,maryland,6080,110,692,1438
82,2020-06-01,baltimore,maryland,6315,235,824,1548
83,2020-06-02,baltimore,maryland,6401,86,888,1465
84,2020-06-03,baltimore,maryland,6473,72,895,1432
85,2020-06-04,baltimore,maryland,6492,19,799,1342
86,2020-06-05,baltimore,maryland,6606,114,771,1421
87,2020-06-06,baltimore,maryland,6713,107,743,1408
88,2020-06-07,baltimore,maryland,6770,57,690,1382
89,2020-06-08,baltimore,maryland,6831,61,516,1340
90,2020-06-09,baltimore,maryland,6871,40,470,1358
91,2020-06-10,baltimore,maryland,6935,64,462,1357
92,2020-06-11,baltimore,maryland,7005,70,513,1312
93,2020-06-12,baltimore,maryland,7071,66,465,1236
94,2020-06-13,baltimore,maryland,7128,57,415,1158
95,2020-06-14,baltimore,maryland,7172,44,402,1092
96,2020-06-15,baltimore,maryland,7220,48,389,905
97,2020-06-16,baltimore,maryland,7269,49,398,868
98,2020-06-17,baltimore,maryland,7350,81,415,877
99,2020-06-18,baltimore,maryland,7393,43,388,901
100,2020-06-19,baltimore,maryland,7425,32,354,819
101,2020-06-20,baltimore,maryland,7502,77,374,789
102,2020-06-21,baltimore,maryland,7560,58,388,790
103,2020-06-22,baltimore,maryland,7608,48,388,777
104,2020-06-23,baltimore,maryland,7658,50,389,787
105,2020-06-24,baltimore,maryland,7675,17,325,740
106,2020-06-25,baltimore,maryland,7732,57,339,727
107,2020-06-26,baltimore,maryland,7790,58,365,719
108,2020-06-27,baltimore,maryland,7822,32,320,694
109,2020-06-28,baltimore,maryland,7869,47,309,697
110,2020-06-29,baltimore,maryland,7951,82,343,731
111,2020-06-30,baltimore,maryland,8007,56,349,738
112,2020-07-01,baltimore,maryland,8062,55,387,712
113,2020-07-02,baltimore,maryland,8126,64,394,733
114,2020-07-03,baltimore,maryland,8204,78,414,779
115,2020-07-04,baltimore,maryland,8255,51,433,753
116,2020-07-05,baltimore,maryland,8306,51,437,746
117,2020-07-06,baltimore,maryland,8356,50,405,748
118,2020-07-07,baltimore,maryland,8402,46,395,744
119,2020-07-08,baltimore,maryland,8464,62,402,789
120,2020-07-09,baltimore,maryland,8518,54,392,786
121,2020-07-10,baltimore,maryland,8603,85,399,813
122,2020-07-11,baltimore,maryland,8698,95,443,876
123,2020-07-12,baltimore,maryland,8819,121,513,950
124,2020-07-13,baltimore,maryland,8914,95,558,963
125,2020-07-14,baltimore,maryland,9012,98,610,1005
126,2020-07-15,baltimore,maryland,9175,163,711,1113
127,2020-07-16,baltimore,maryland,9283,108,765,1157
128,2020-07-17,baltimore,maryland,9398,115,795,1194
129,2020-07-18,baltimore,maryland,9537,139,839,1282
130,2020-07-19,baltimore,maryland,9743,206,924,1437
131,2020-07-20,baltimore,maryland,9848,105,934,1492
132,2020-07-21,baltimore,maryland,10014,166,1002,1612
133,2020-07-22,baltimore,maryland,10173,159,998,1709
134,2020-07-23,baltimore,maryland,10365,192,1082,1847
135,2020-07-24,baltimore,maryland,10540,175,1142,1937
136,2020-07-25,baltimore,maryland,10813,273,1276,2115
137,2020-07-26,baltimore,maryland,10944,131,1201,2125
138,2020-07-27,baltimore,maryland,11144,200,1296,2230
139,2020-07-28,baltimore,maryland,11274,130,1260,2262
140,2020-07-29,baltimore,maryland,11445,171,1272,2270
141,2020-07-30,baltimore,maryland,11637,192,1272,2354
142,2020-07-31,baltimore,maryland,11840,203,1300,2442
143,2020-08-01,baltimore,maryland,12019,179,1206,2482
144,2020-08-02,baltimore,maryland,12197,178,1253,2454
145,2020-08-03,baltimore,maryland,12423,226,1279,2575
146,2020-08-04,baltimore,maryland,12547,124,1273,2533
147,2020-08-05,baltimore,maryland,12688,141,1243,2515
148,2020-08-06,baltimore,maryland,12799,111,1162,2434
149,2020-08-07,baltimore,maryland,12937,138,1097,2397
150,2020-08-08,baltimore,maryland,13082,145,1063,2269
151,2020-08-09,baltimore,maryland,13279,197,1082,2335
152,2020-08-10,baltimore,maryland,13422,143,999,2278
153,2020-08-11,baltimore,maryland,13396,-26,849,2122
154,2020-08-12,baltimore,maryland,13485,89,797,2040
155,2020-08-13,baltimore,maryland,13615,130,816,1978
156,2020-08-14,baltimore,maryland,13722,107,785,1882
157,2020-08-15,baltimore,maryland,13870,148,788,1851
158,2020-08-16,baltimore,maryland,13964,94,685,1767
159,2020-08-17,baltimore,maryland,14066,102,644,1643
160,2020-08-18,baltimore,maryland,14139,73,743,1592
161,2020-08-19,baltimore,maryland,14203,64,718,1515
162,2020-08-20,baltimore,maryland,14350,147,735,1551
163,2020-08-21,baltimore,maryland,14494,144,772,1557
164,2020-08-22,baltimore,maryland,14608,114,738,1526
165,2020-08-23,baltimore,maryland,14716,108,752,1437
166,2020-08-24,baltimore,maryland,14811,95,745,1389
167,2020-08-25,baltimore,maryland,14846,35,707,1450
168,2020-08-26,baltimore,maryland,14936,90,733,1451
169,2020-08-27,baltimore,maryland,15067,131,717,1452
170,2020-08-28,baltimore,maryland,15172,105,678,1450
171,2020-08-29,baltimore,maryland,15297,125,689,1427
172,2020-08-30,baltimore,maryland,15405,108,689,1441
173,2020-08-31,baltimore,maryland,15502,97,691,1436
174,2020-09-01,baltimore,maryland,15616,114,770,1477
175,2020-09-02,baltimore,maryland,15688,72,752,1485
176,2020-09-03,baltimore,maryland,15848,160,781,1498
177,2020-09-04,baltimore,maryland,15982,134,810,1488
178,2020-09-05,baltimore,maryland,16104,122,807,1496
179,2020-09-06,baltimore,maryland,16206,102,801,1490
180,2020-09-07,baltimore,maryland,16325,119,823,1514
181,2020-09-08,baltimore,maryland,16370,45,754,1524
182,2020-09-09,baltimore,maryland,16405,35,717,1469
183,2020-09-10,baltimore,maryland,16464,59,616,1397
184,2020-09-11,baltimore,maryland,16543,79,561,1371
185,2020-09-12,baltimore,maryland,16671,128,567,1374
186,2020-09-13,baltimore,maryland,16747,76,541,1342
187,2020-09-14,baltimore,maryland,16820,73,495,1318
188,2020-09-15,baltimore,maryland,16928,108,558,1312
189,2020-09-16,baltimore,maryland,17188,260,783,1500
190,2020-09-17,baltimore,maryland,17244,56,780,1396
191,2020-09-18,baltimore,maryland,17311,67,768,1329
192,2020-09-19,baltimore,maryland,17388,77,717,1284
193,2020-09-20,baltimore,maryland,17446,58,699,1240
194,2020-09-21,baltimore,maryland,17509,63,689,1184
195,2020-09-22,baltimore,maryland,17546,37,618,1176
196,2020-09-23,baltimore,maryland,17603,57,415,1198
197,2020-09-24,baltimore,maryland,17678,75,434,1214
198,2020-09-25,baltimore,maryland,17743,65,432,1200
199,2020-09-26,baltimore,maryland,17805,62,417,1134
200,2020-09-27,baltimore,maryland,17860,55,414,1113
201,2020-09-28,baltimore,maryland,17925,65,416,1105
202,2020-09-29,baltimore,maryland,17962,37,416,1034
203,2020-09-30,baltimore,maryland,18017,55,414,829
204,2020-10-01,baltimore,maryland,18171,154,493,927
205,2020-10-02,baltimore,maryland,18236,65,493,925
206,2020-10-03,baltimore,maryland,18308,72,503,920
207,2020-10-04,baltimore,maryland,18377,69,517,931
208,2020-10-05,baltimore,maryland,18432,55,507,923
209,2020-10-06,baltimore,maryland,18478,46,516,932
210,2020-10-07,baltimore,maryland,18545,67,528,942
211,2020-10-08,baltimore,maryland,18691,146,520,1013
212,2020-10-09,baltimore,maryland,18815,124,579,1072
213,2020-10-10,baltimore,maryland,18910,95,602,1105
214,2020-10-11,baltimore,maryland,18997,87,620,1137
215,2020-10-12,baltimore,maryland,19066,69,634,1141
216,2020-10-13,baltimore,maryland,19125,59,647,1163
217,2020-10-14,baltimore,maryland,19199,74,654,1182
218,2020-10-15,baltimore,maryland,19298,99,607,1127
219,2020-10-16,baltimore,maryland,19426,128,611,1190
220,2020-10-17,baltimore,maryland,19517,91,607,1209
221,2020-10-18,baltimore,maryland,19588,71,591,1211
222,2020-10-19,baltimore,maryland,19669,81,603,1237
223,2020-10-20,baltimore,maryland,19772,103,647,1294
224,2020-10-21,baltimore,maryland,19822,50,623,1277
225,2020-10-22,baltimore,maryland,19920,98,622,1229
226,2020-10-23,baltimore,maryland,20003,83,577,1188
227,2020-10-24,baltimore,maryland,20131,128,614,1221
228,2020-10-25,baltimore,maryland,20231,100,643,1234
229,2020-10-26,baltimore,maryland,20296,65,627,1230
230,2020-10-27,baltimore,maryland,20442,146,670,1317
231,2020-10-28,baltimore,maryland,20533,91,711,1334
232,2020-10-29,baltimore,maryland,20693,160,773,1395
233,2020-10-30,baltimore,maryland,20890,197,887,1464
234,2020-10-31,baltimore,maryland,21040,150,909,1523
235,2020-11-01,baltimore,maryland,21218,178,987,1630
236,2020-11-02,baltimore,maryland,21373,155,1077,1704
237,2020-11-03,baltimore,maryland,21502,129,1060,1730
238,2020-11-04,baltimore,maryland,21628,126,1095,1806
239,2020-11-05,baltimore,maryland,21818,190,1125,1898
240,2020-11-06,baltimore,maryland,22069,251,1179,2066
241,2020-11-07,baltimore,maryland,22290,221,1250,2159
242,2020-11-08,baltimore,maryland,22451,161,1233,2220
243,2020-11-09,baltimore,maryland,22692,241,1319,2396
244,2020-11-10,baltimore,maryland,22888,196,1386,2446
245,2020-11-11,baltimore,maryland,23128,240,1500,2595
246,2020-11-12,baltimore,maryland,23416,288,1598,2723
247,2020-11-13,baltimore,maryland,23706,290,1637,2816
248,2020-11-14,baltimore,maryland,24037,331,1747,2997
249,2020-11-15,baltimore,maryland,24309,272,1858,3091
250,2020-11-16,baltimore,maryland,24618,309,1926,3245
251,2020-11-17,baltimore,maryland,24921,303,2033,3419
252,2020-11-18,baltimore,maryland,25277,356,2149,3649
253,2020-11-19,baltimore,maryland,25777,500,2361,3959
254,2020-11-20,baltimore,maryland,26112,335,2406,4043
255,2020-11-21,baltimore,maryland,26607,495,2570,4317
256,2020-11-22,baltimore,maryland,26991,384,2682,4540
257,2020-11-23,baltimore,maryland,27247,256,2629,4555
258,2020-11-24,baltimore,maryland,27427,180,2506,4539
259,2020-11-25,baltimore,maryland,27805,378,2528,4677
260,2020-11-26,baltimore,maryland,28171,366,2394,4755
261,2020-11-27,baltimore,maryland,28529,358,2417,4823
262,2020-11-28,baltimore,maryland,28777,248,2170,4740
263,2020-11-29,baltimore,maryland,29033,256,2042,4724
264,2020-11-30,baltimore,maryland,29340,307,2093,4722
265,2020-12-01,baltimore,maryland,29670,330,2243,4749
266,2020-12-02,baltimore,maryland,29922,252,2117,4645
267,2020-12-03,baltimore,maryland,30213,291,2042,4436
268,2020-12-04,baltimore,maryland,30697,484,2168,4585
269,2020-12-05,baltimore,maryland,31103,406,2326,4496
270,2020-03-12,essex,new jersey,1,,,
271,2020-03-13,essex,new jersey,6,5,,
272,2020-03-14,essex,new jersey,7,1,,
273,2020-03-15,essex,new jersey,11,4,,
274,2020-03-16,essex,new jersey,20,9,,
275,2020-03-17,essex,new jersey,32,12,,
276,2020-03-18,essex,new jersey,45,13,,
277,2020-03-19,essex,new jersey,63,18,62,
278,2020-03-20,essex,new jersey,73,10,67,
279,2020-03-21,essex,new jersey,107,34,100,
280,2020-03-22,essex,new jersey,172,65,161,
281,2020-03-23,essex,new jersey,273,101,253,
282,2020-03-24,essex,new jersey,342,69,310,
283,2020-03-25,essex,new jersey,381,39,336,
284,2020-03-26,essex,new jersey,609,228,546,608
285,2020-03-27,essex,new jersey,826,217,753,820
286,2020-03-28,essex,new jersey,1086,260,979,1079
287,2020-03-29,essex,new jersey,1227,141,1055,1216
288,2020-03-30,essex,new jersey,1564,337,1291,1544
289,2020-03-31,essex,new jersey,1900,336,1558,1868
290,2020-04-01,essex,new jersey,2262,362,1881,2217
291,2020-04-02,essex,new jersey,2617,355,2008,2554
292,2020-04-03,essex,new jersey,3067,450,2241,2994
293,2020-04-04,essex,new jersey,3584,517,2498,3477
294,2020-04-05,essex,new jersey,4082,498,2855,3910
295,2020-04-06,essex,new jersey,4493,411,2929,4220
296,2020-04-07,essex,new jersey,5078,585,3178,4736
297,2020-04-08,essex,new jersey,5598,520,3336,5217
298,2020-04-09,essex,new jersey,6069,471,3452,5460
299,2020-04-10,essex,new jersey,6580,511,3513,5754
300,2020-04-11,essex,new jersey,7007,427,3423,5921
301,2020-04-12,essex,new jersey,7410,403,3328,6183
302,2020-04-13,essex,new jersey,7634,224,3141,6070
303,2020-04-14,essex,new jersey,8212,578,3134,6312
304,2020-04-15,essex,new jersey,8579,367,2981,6317
305,2020-04-16,essex,new jersey,9084,505,3015,6467
306,2020-04-17,essex,new jersey,9672,588,3092,6605
307,2020-04-18,essex,new jersey,9901,229,2894,6317
308,2020-04-19,essex,new jersey,10304,403,2894,6222
309,2020-04-20,essex,new jersey,10729,425,3095,6236
310,2020-04-21,essex,new jersey,11128,399,2916,6050
311,2020-04-22,essex,new jersey,11387,259,2808,5789
312,2020-04-23,essex,new jersey,11811,424,2727,5742
313,2020-04-24,essex,new jersey,12110,299,2438,5530
314,2020-04-25,essex,new jersey,12520,410,2619,5513
315,2020-04-26,essex,new jersey,12863,343,2559,5453
316,2020-04-27,essex,new jersey,13047,184,2318,5413
317,2020-04-28,essex,new jersey,13190,143,2062,4978
318,2020-04-29,essex,new jersey,13445,255,2058,4866
319,2020-04-30,essex,new jersey,13682,237,1871,4598
320,2020-05-01,essex,new jersey,13994,312,1884,4322
321,2020-05-02,essex,new jersey,14248,254,1728,4347
322,2020-05-03,essex,new jersey,14521,273,1658,4217
323,2020-05-04,essex,new jersey,14621,100,1574,3892
324,2020-05-05,essex,new jersey,14840,219,1650,3712
325,2020-05-06,essex,new jersey,14951,111,1506,3564
326,2020-05-07,essex,new jersey,15095,144,1413,3284
327,2020-05-08,essex,new jersey,15256,161,1262,3146
328,2020-05-09,essex,new jersey,15365,109,1117,2845
329,2020-05-10,essex,new jersey,15524,159,1003,2661
330,2020-05-11,essex,new jersey,15602,78,981,2555
331,2020-05-12,essex,new jersey,15658,56,818,2468
332,2020-05-13,essex,new jersey,15749,91,798,2304
333,2020-05-14,essex,new jersey,15824,75,729,2142
334,2020-05-15,essex,new jersey,15953,129,697,1959
335,2020-05-16,essex,new jersey,16032,79,667,1784
336,2020-05-17,essex,new jersey,16140,108,616,1619
337,2020-05-18,essex,new jersey,16600,460,998,1979
338,2020-05-19,essex,new jersey,16686,86,1028,1846
339,2020-05-20,essex,new jersey,16852,166,1103,1901
340,2020-05-21,essex,new jersey,16906,54,1082,1811
341,2020-05-22,essex,new jersey,17014,108,1061,1758
342,2020-05-23,essex,new jersey,17065,51,1033,1700
343,2020-05-24,essex,new jersey,17142,77,1002,1618
344,2020-05-25,essex,new jersey,17202,60,602,1600
345,2020-05-26,essex,new jersey,17255,53,569,1597
346,2020-05-27,essex,new jersey,17338,83,486,1589
347,2020-05-28,essex,new jersey,17450,112,544,1626
348,2020-05-29,essex,new jersey,17546,96,532,1593
349,2020-05-30,essex,new jersey,17594,48,529,1562
350,2020-05-31,essex,new jersey,17629,35,487,1489
351,2020-06-01,essex,new jersey,17695,66,493,1095
352,2020-06-02,essex,new jersey,17752,57,497,1066
353,2020-06-03,essex,new jersey,17811,59,473,959
354,2020-06-04,essex,new jersey,17912,101,462,1006
355,2020-06-05,essex,new jersey,18019,107,473,1005
356,2020-06-06,essex,new jersey,18066,47,472,1001
357,2020-06-07,essex,new jersey,18077,11,448,935
358,2020-06-08,essex,new jersey,18117,40,422,915
359,2020-06-09,essex,new jersey,18151,34,399,896
360,2020-06-10,essex,new jersey,18206,55,395,868
361,2020-06-11,essex,new jersey,18234,28,322,784
362,2020-06-12,essex,new jersey,18295,61,276,749
363,2020-06-13,essex,new jersey,18336,41,270,742
364,2020-06-14,essex,new jersey,18364,28,287,735
365,2020-06-15,essex,new jersey,18375,11,258,680
366,2020-06-16,essex,new jersey,18388,13,237,636
367,2020-06-17,essex,new jersey,18421,33,215,610
368,2020-06-18,essex,new jersey,18499,78,265,587
369,2020-06-19,essex,new jersey,18533,34,238,514
370,2020-06-20,essex,new jersey,18515,-18,179,449
371,2020-06-21,essex,new jersey,18551,36,187,474
372,2020-06-22,essex,new jersey,18578,27,203,461
373,2020-06-23,essex,new jersey,18592,14,204,441
374,2020-06-24,essex,new jersey,18617,25,196,411
375,2020-06-25,essex,new jersey,18874,257,375,640
376,2020-06-26,essex,new jersey,18903,29,370,608
377,2020-06-27,essex,new jersey,18933,30,418,597
378,2020-06-28,essex,new jersey,18953,20,402,589
379,2020-06-29,essex,new jersey,18968,15,390,593
380,2020-06-30,essex,new jersey,18995,27,403,607
381,2020-07-01,essex,new jersey,19008,13,391,587
382,2020-07-02,essex,new jersey,19045,37,171,546
383,2020-07-03,essex,new jersey,19083,38,180,550
384,2020-07-04,essex,new jersey,19100,17,167,585
385,2020-07-05,essex,new jersey,19128,28,175,577
386,2020-07-06,essex,new jersey,19136,8,168,558
387,2020-07-07,essex,new jersey,19159,23,164,567
388,2020-07-08,essex,new jersey,19161,2,153,544
389,2020-07-09,essex,new jersey,19177,16,132,303
390,2020-07-10,essex,new jersey,19203,26,120,300
391,2020-07-11,essex,new jersey,19237,34,137,304
392,2020-07-12,essex,new jersey,19257,20,129,304
393,2020-07-13,essex,new jersey,19288,31,152,320
394,2020-07-14,essex,new jersey,19307,19,148,312
395,2020-07-15,essex,new jersey,19355,48,194,347
396,2020-07-16,essex,new jersey,19374,19,197,329
397,2020-07-17,essex,new jersey,19366,-8,163,283
398,2020-07-18,essex,new jersey,19360,-6,123,260
399,2020-07-19,essex,new jersey,19360,0,103,232
400,2020-07-20,essex,new jersey,19376,16,88,240
401,2020-07-21,essex,new jersey,19408,32,101,249
402,2020-07-22,essex,new jersey,19420,12,65,259
403,2020-07-23,essex,new jersey,19445,25,71,268
404,2020-07-24,essex,new jersey,19475,30,109,272
405,2020-07-25,essex,new jersey,19510,35,150,273
406,2020-07-26,essex,new jersey,19557,47,197,300
407,2020-07-27,essex,new jersey,19582,25,206,294
408,2020-07-28,essex,new jersey,19623,41,215,316
409,2020-07-29,essex,new jersey,19671,48,251,316
410,2020-07-30,essex,new jersey,19684,13,239,310
411,2020-07-31,essex,new jersey,19731,47,256,365
412,2020-08-01,essex,new jersey,19748,17,238,388
413,2020-08-02,essex,new jersey,19769,21,212,409
414,2020-08-03,essex,new jersey,19801,32,219,425
415,2020-08-04,essex,new jersey,19831,30,208,423
416,2020-08-05,essex,new jersey,19850,19,179,430
417,2020-08-06,essex,new jersey,19883,33,199,438
418,2020-08-07,essex,new jersey,19925,42,194,450
419,2020-08-08,essex,new jersey,19954,29,206,444
420,2020-08-09,essex,new jersey,19967,13,198,410
421,2020-08-10,essex,new jersey,19986,19,185,404
422,2020-08-11,essex,new jersey,20015,29,184,392
423,2020-08-12,essex,new jersey,20047,32,197,376
424,2020-08-13,essex,new jersey,20074,27,191,390
425,2020-08-14,essex,new jersey,20104,30,179,373
426,2020-08-15,essex,new jersey,20145,41,191,397
427,2020-08-16,essex,new jersey,20161,16,194,392
428,2020-08-17,essex,new jersey,20172,11,186,371
429,2020-08-18,essex,new jersey,20235,63,220,404
430,2020-08-19,essex,new jersey,20270,35,223,420
431,2020-08-20,essex,new jersey,20267,-3,193,384
432,2020-08-21,essex,new jersey,20286,19,182,361
433,2020-08-22,essex,new jersey,20322,36,177,368
434,2020-08-23,essex,new jersey,20346,24,185,379
435,2020-08-24,essex,new jersey,20365,19,193,379
436,2020-08-25,essex,new jersey,20393,28,158,378
437,2020-08-26,essex,new jersey,20412,19,142,365
438,2020-08-27,essex,new jersey,20448,36,181,374
439,2020-08-28,essex,new jersey,20489,41,203,385
440,2020-08-29,essex,new jersey,20505,16,183,360
441,2020-08-30,essex,new jersey,20530,25,184,369
442,2020-08-31,essex,new jersey,20553,23,188,381
443,2020-09-01,essex,new jersey,20597,44,204,362
444,2020-09-02,essex,new jersey,20621,24,209,351
445,2020-09-03,essex,new jersey,20636,15,188,369
446,2020-09-04,essex,new jersey,20692,56,203,406
447,2020-09-05,essex,new jersey,20717,25,212,395
448,2020-09-06,essex,new jersey,20734,17,204,388
449,2020-09-07,essex,new jersey,20757,23,204,392
450,2020-09-08,essex,new jersey,20774,17,177,381
451,2020-09-09,essex,new jersey,20803,29,182,391
452,2020-09-10,essex,new jersey,20820,17,184,372
453,2020-09-11,essex,new jersey,20835,15,143,346
454,2020-09-12,essex,new jersey,20862,27,145,357
455,2020-09-13,essex,new jersey,20886,24,152,356
456,2020-09-14,essex,new jersey,20898,12,141,345
457,2020-09-15,essex,new jersey,20931,33,157,334
458,2020-09-16,essex,new jersey,20952,21,149,331
459,2020-09-17,essex,new jersey,20978,26,158,342
460,2020-09-18,essex,new jersey,21002,24,167,310
461,2020-09-19,essex,new jersey,21032,30,170,315
462,2020-09-20,essex,new jersey,21062,30,176,328
463,2020-09-21,essex,new jersey,21083,21,185,326
464,2020-09-22,essex,new jersey,21103,20,172,329
465,2020-09-23,essex,new jersey,21128,25,176,325
466,2020-09-24,essex,new jersey,21157,29,179,337
467,2020-09-25,essex,new jersey,21184,27,182,349
468,2020-09-26,essex,new jersey,21254,70,222,392
469,2020-09-27,essex,new jersey,21284,30,222,398
470,2020-09-28,essex,new jersey,21300,16,217,402
471,2020-09-29,essex,new jersey,21321,21,218,390
472,2020-09-30,essex,new jersey,21350,29,222,398
473,2020-10-01,essex,new jersey,21386,36,229,408
474,2020-10-02,essex,new jersey,21430,44,246,428
475,2020-10-03,essex,new jersey,21489,59,235,457
476,2020-10-04,essex,new jersey,21559,70,275,497
477,2020-10-05,essex,new jersey,21594,35,294,511
478,2020-10-06,essex,new jersey,21636,42,315,533
479,2020-10-07,essex,new jersey,21682,46,332,554
480,2020-10-08,essex,new jersey,21768,86,382,611
481,2020-10-09,essex,new jersey,21837,69,407,653
482,2020-10-10,essex,new jersey,21918,81,429,664
483,2020-10-11,essex,new jersey,21989,71,430,705
484,2020-10-12,essex,new jersey,22050,61,456,750
485,2020-10-13,essex,new jersey,22142,92,506,821
486,2020-10-14,essex,new jersey,22248,106,566,898
487,2020-10-15,essex,new jersey,22359,111,591,973
488,2020-10-16,essex,new jersey,22457,98,620,1027
489,2020-10-17,essex,new jersey,22575,118,657,1086
490,2020-10-18,essex,new jersey,22709,134,720,1150
491,2020-10-19,essex,new jersey,22855,146,805,1261
492,2020-10-20,essex,new jersey,22965,110,823,1329
493,2020-10-21,essex,new jersey,23107,142,859,1425
494,2020-10-22,essex,new jersey,23298,191,939,1530
495,2020-10-23,essex,new jersey,23483,185,1026,1646
496,2020-10-24,essex,new jersey,23839,356,1264,1921
497,2020-10-25,essex,new jersey,24001,162,1292,2012
498,2020-10-26,essex,new jersey,24161,160,1306,2111
499,2020-10-27,essex,new jersey,24407,246,1442,2265
500,2020-10-28,essex,new jersey,24685,278,1578,2437
501,2020-10-29,essex,new jersey,24939,254,1641,2580
502,2020-10-30,essex,new jersey,25200,261,1717,2743
503,2020-10-31,essex,new jersey,25347,147,1508,2772
504,2020-11-01,essex,new jersey,25522,175,1521,2813
505,2020-11-02,essex,new jersey,25667,145,1506,2812
506,2020-11-03,essex,new jersey,25926,259,1519,2961
507,2020-11-04,essex,new jersey,26283,357,1598,3176
508,2020-11-05,essex,new jersey,26545,262,1606,3247
509,2020-11-06,essex,new jersey,26838,293,1638,3355
510,2020-11-07,essex,new jersey,27200,362,1853,3361
511,2020-11-08,essex,new jersey,27456,256,1934,3455
512,2020-11-09,essex,new jersey,27632,176,1965,3471
513,2020-11-10,essex,new jersey,28321,689,2395,3914
